Rank,Movie_name,Year,Certificate,Runtime_in_min,Genre,Metascore,Gross_in_$_M,Rating_from_10
751,Freaks,1932,Not Rated,64,"Drama, Horror",80.0,0.63,7.8
752,Frankenstein,1931,Passed,70,"Drama, Horror, Sci-Fi",91.0,,7.8
753,Dragon Ball Super: Broly,2018,PG,100,"Animation, Action, Adventure",59.0,30.71,7.7
754,Roma,2018,R,135,Drama,96.0,,7.7
755,Deadpool 2,2018,R,119,"Action, Adventure, Comedy",66.0,324.59,7.7
756,Sound of Metal,2019,R,120,"Drama, Music",82.0,,7.7
757,Wind River,2017,R,107,"Crime, Drama, Mystery",73.0,33.80,7.7
758,The Salesman,2016,PG-13,124,"Drama, Thriller",85.0,2.40,7.7
759,Get Out,I 2017,R,104,"Horror, Mystery, Thriller",85.0,176.04,7.7
760,Mission: Impossible - Fallout,2018,PG-13,147,"Action, Adventure, Thriller",86.0,220.16,7.7
761,Perfect Strangers,2016,,96,"Comedy, Drama",,,7.7
762,Kubo and the Two Strings,2016,PG,101,"Animation, Action, Adventure",84.0,48.02,7.7
763,A Man Called Ove,2015,PG-13,116,"Comedy, Drama, Romance",70.0,3.36,7.7
764,The Breadwinner,2017,PG-13,94,"Animation, Drama, Family",78.0,0.31,7.7
765,When Marnie Was There,2014,PG,103,"Animation, Drama, Family",72.0,0.77,7.7
766,The Theory of Everything,2014,PG-13,123,"Biography, Drama, Romance",71.0,35.89,7.7
767,Kingsman: The Secret Service,2014,R,129,"Action, Adventure, Comedy",60.0,128.26,7.7
768,The Fault in Our Stars,2014,PG-13,126,"Drama, Romance",69.0,124.87,7.7
769,Me and Earl and the Dying Girl,2015,PG-13,105,"Comedy, Drama, Romance",74.0,6.74,7.7
770,Birdman or (The Unexpected Virtue of Ignorance),2014,R,119,"Comedy, Drama",87.0,42.34,7.7
771,The Past,2013,PG-13,130,"Drama, Mystery",85.0,1.33,7.7
772,The Great Beauty,2013,Not Rated,141,Drama,86.0,2.85,7.7
773,My Life as a Zucchini,2016,PG-13,70,"Animation, Comedy, Drama",85.0,0.29,7.7
774,Blue Is the Warmest Colour,2013,NC-17,180,"Drama, Romance",90.0,2.20,7.7
775,The Broken Circle Breakdown,2012,Not Rated,111,"Drama, Music, Romance",70.0,0.18,7.7
776,The Wind Rises,2013,PG-13,126,"Animation, Biography, Drama",83.0,5.21,7.7
777,Toy Story 4,2019,G,100,"Animation, Adventure, Comedy",84.0,434.04,7.7
778,Nebraska,2013,R,115,"Adventure, Comedy, Drama",86.0,17.65,7.7
779,Wreck-It Ralph,2012,PG,101,"Animation, Adventure, Comedy",72.0,189.42,7.7
780,The Little Prince,2015,PG,108,"Animation, Adventure, Drama",70.0,1.34,7.7
781,Detachment,2011,Not Rated,98,Drama,52.0,0.07,7.7
782,Midnight in Paris,2011,PG-13,94,"Comedy, Fantasy, Romance",81.0,56.82,7.7
783,Confessions,2010,Not Rated,106,"Drama, Thriller",,,7.7
784,The Man from Nowhere,2010,R,119,"Action, Crime, Drama",,0.01,7.7
785,The Lego Movie,2014,PG,100,"Animation, Action, Adventure",83.0,257.76,7.7
786,Guillermo del Toro's Pinocchio,2022,PG,117,"Animation, Drama, Family",79.0,,7.7
787,Gravity,2013,PG-13,91,"Drama, Sci-Fi, Thriller",96.0,274.09,7.7
788,Star Trek Into Darkness,2013,PG-13,132,"Action, Adventure, Sci-Fi",72.0,228.78,7.7
789,Beasts of No Nation,2015,TV-MA,137,"Drama, War",79.0,0.08,7.7
790,X-Men: First Class,2011,PG-13,131,"Action, Adventure, Sci-Fi",65.0,146.41,7.7
791,The Hangover,2009,R,100,Comedy,73.0,277.32,7.7
792,The Trial of the Chicago 7,2020,R,129,"Drama, History, Thriller",76.0,,7.7
793,Silver Linings Playbook,2012,R,122,"Comedy, Drama, Romance",81.0,132.09,7.7
794,Another Round,2020,Not Rated,117,"Comedy, Drama",79.0,,7.7
795,Argo,2012,R,120,"Biography, Drama, Thriller",86.0,136.03,7.7
796,500 Days of Summer,2009,PG-13,95,"Comedy, Drama, Romance",76.0,32.39,7.7
797,Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,146,"Adventure, Family, Fantasy",65.0,295.98,7.7
798,The Boy in the Striped Pajamas,2008,PG-13,94,"Drama, War",55.0,9.03,7.7
799,The Edge of Heaven,2007,Not Rated,122,Drama,85.0,0.74,7.7
800,Frost/Nixon,2008,R,122,"Biography, Drama, History",80.0,18.59,7.7
801,Paprika,2006,R,90,"Animation, Drama, Fantasy",81.0,0.88,7.7
802,Flipped,I 2010,PG,90,"Comedy, Drama, Romance",45.0,1.75,7.7
803,The Girl Who Leapt Through Time,2006,TV-PG,98,"Animation, Adventure, Comedy",,,7.7
804,This Is England,2006,Not Rated,101,"Crime, Drama",86.0,0.33,7.7
805,Ex Machina,2014,R,108,"Drama, Sci-Fi, Thriller",78.0,25.44,7.7
806,After the Wedding,2006,R,120,Drama,78.0,0.41,7.7
807,Zodiac,2007,R,157,"Crime, Drama, Mystery",78.0,33.08,7.7
808,Lucky Number Slevin,2006,R,110,"Crime, Drama, Thriller",53.0,22.49,7.7
809,Joyeux Noel,2005,PG-13,116,"Drama, History, Music",70.0,1.05,7.7
810,Adam's Apples,2005,R,94,"Comedy, Crime, Drama",51.0,0.00,7.7
811,Tangled,2010,PG,100,"Animation, Adventure, Comedy",71.0,200.82,7.7
812,Black Book,2006,R,145,"Drama, Thriller, War",71.0,4.40,7.7
813,Brokeback Mountain,2005,R,134,"Drama, Romance",87.0,83.04,7.7
814,3:10 to Yuma,2007,R,122,"Action, Crime, Drama",76.0,53.61,7.7
815,Kung Fu Hustle,2004,R,99,"Action, Comedy, Fantasy",78.0,17.11,7.7
816,The Bourne Supremacy,2004,PG-13,108,"Action, Mystery, Thriller",73.0,176.24,7.7
817,The Machinist,2004,R,101,"Drama, Thriller",61.0,1.08,7.7
818,Ray,I 2004,PG-13,152,"Biography, Drama, Music",73.0,75.33,7.7
819,Evil,2003,Not Rated,113,Drama,61.0,0.02,7.7
820,Lost in Translation,2003,R,102,"Comedy, Drama",91.0,44.59,7.7
821,Harry Potter and the Goblet of Fire,2005,PG-13,157,"Adventure, Family, Fantasy",81.0,290.01,7.7
822,Man on Fire,2004,R,146,"Action, Crime, Drama",47.0,77.91,7.7
823,Coraline,2009,PG,100,"Animation, Drama, Family",80.0,75.29,7.7
824,The Magdalene Sisters,2002,R,114,Drama,83.0,4.89,7.7
825,Finding Neverland,2004,PG,106,"Biography, Drama, Family",67.0,51.68,7.7
826,Good Bye Lenin!,2003,R,121,"Comedy, Drama, Romance",68.0,4.06,7.7
827,In America,2002,PG-13,105,Drama,76.0,15.54,7.7
828,The Triplets of Belleville,2003,PG-13,80,"Animation, Adventure, Comedy",91.0,7.00,7.7
829,Adaptation.,2002,R,115,"Comedy, Drama",83.0,22.25,7.7
830,Black Hawk Down,2001,R,144,"Action, Drama, History",74.0,108.64,7.7
831,Road to Perdition,2002,R,117,"Crime, Drama, Thriller",72.0,104.45,7.7
832,The Experiment,2001,R,120,"Drama, Thriller",60.0,0.14,7.7
833,Billy Elliot,2000,R,110,"Drama, Music",74.0,22.00,7.7
834,Hedwig and the Angry Inch,2001,R,95,"Comedy, Drama, Music",85.0,3.03,7.7
835,The Count of Monte Cristo,2002,PG-13,131,"Action, Adventure, Drama",61.0,54.23,7.7
836,Y tu mamá también,2001,R,106,Drama,88.0,13.62,7.7
837,Waking Life,2001,R,99,"Animation, Drama, Fantasy",83.0,2.89,7.7
838,Ocean's Eleven,2001,PG-13,116,"Crime, Thriller",74.0,183.42,7.7
839,"O Brother, Where Art Thou?",2000,PG-13,107,"Adventure, Comedy, Crime",69.0,45.51,7.7
840,"South Park: Bigger, Longer & Uncut",1999,R,81,"Animation, Comedy, Fantasy",73.0,52.04,7.7
841,Office Space,1999,R,89,Comedy,68.0,10.82,7.7
842,Happiness,1998,NC-17,134,"Comedy, Drama",81.0,2.81,7.7
843,The Boondock Saints,1999,R,108,"Action, Thriller",44.0,0.03,7.7
844,Training Day,2001,R,122,"Action, Crime, Drama",69.0,76.63,7.7
845,Run Lola Run,1998,R,80,"Action, Crime, Thriller",77.0,7.27,7.7
846,Open Your Eyes,1997,R,119,"Drama, Mystery, Sci-Fi",,0.37,7.7
847,Taste of Cherry,1997,Not Rated,95,Drama,80.0,0.31,7.7
848,As Good as It Gets,1997,PG-13,139,"Comedy, Drama, Romance",67.0,148.48,7.7
849,Fireworks,1997,,103,"Crime, Drama, Romance",,0.23,7.7
850,The Game,1997,R,129,"Drama, Mystery, Thriller",61.0,48.32,7.7
851,Donnie Brasco,1997,R,127,"Biography, Crime, Drama",76.0,41.91,7.7
852,Happy Together,1997,Not Rated,96,"Drama, Romance",70.0,0.19,7.7
853,Primal Fear,1996,R,129,"Crime, Drama, Mystery",47.0,56.12,7.7
854,Sense and Sensibility,1995,PG,136,"Drama, Romance",84.0,43.18,7.7
855,Apollo 13,I 1995,PG,140,"Adventure, Drama, History",77.0,173.84,7.7
856,Clerks,1994,R,92,Comedy,70.0,3.15,7.7
857,What's Eating Gilbert Grape,1993,PG-13,118,Drama,73.0,9.17,7.7
858,Short Cuts,1993,R,188,"Comedy, Drama",81.0,6.11,7.7
859,Philadelphia,1993,PG-13,125,Drama,66.0,77.32,7.7
860,Naked,1993,Not Rated,131,"Comedy, Drama",85.0,1.77,7.7
861,The Muppet Christmas Carol,1992,G,85,"Comedy, Drama, Family",64.0,27.28,7.7
862,Malcolm X,1992,PG-13,202,"Biography, Drama, History",73.0,48.17,7.7
863,The Last of the Mohicans,1992,R,112,"Action, Adventure, Drama",76.0,75.51,7.7
864,Hard Boiled,1992,R,128,"Action, Crime, Thriller",,,7.7
865,Porco Rosso,1992,PG,94,"Animation, Adventure, Comedy",83.0,,7.7
866,Glengarry Glen Ross,1992,R,100,"Crime, Drama, Mystery",82.0,10.73,7.7
867,A Few Good Men,1992,R,138,"Drama, Thriller",62.0,141.34,7.7
868,Night on Earth,1991,R,129,"Comedy, Drama",68.0,2.02,7.7
869,Fried Green Tomatoes,1991,PG-13,130,Drama,64.0,82.42,7.7
870,The Double Life of Véronique,1991,R,98,"Drama, Fantasy, Music",86.0,2.00,7.7
871,Dreams,1990,PG,119,"Drama, Fantasy",,1.96,7.7
872,Miller's Crossing,1990,R,115,"Crime, Drama, Thriller",66.0,5.08,7.7
873,Home Alone,1990,PG,103,"Comedy, Family",63.0,285.76,7.7
874,When Harry Met Sally...,1989,R,95,"Comedy, Drama, Romance",76.0,92.82,7.7
875,Who Framed Roger Rabbit,1988,PG,104,"Animation, Adventure, Comedy",83.0,156.45,7.7
876,The Vanishing,1988,Not Rated,107,"Mystery, Thriller",,,7.7
877,The Last Emperor,1987,PG-13,163,"Biography, Drama, History",76.0,43.98,7.7
878,Evil Dead II,1987,R,84,"Comedy, Horror",72.0,5.92,7.7
879,Empire of the Sun,1987,PG,153,"Drama, War",62.0,22.24,7.7
880,The Name of the Rose,1986,R,130,"Drama, Mystery, Thriller",54.0,7.15,7.7
881,Down by Law,1986,R,107,"Comedy, Crime, Drama",75.0,1.44,7.7
882,Blue Velvet,1986,R,120,"Crime, Drama, Mystery",76.0,8.55,7.7
883,The Purple Rose of Cairo,1985,PG,82,"Comedy, Fantasy, Romance",75.0,10.63,7.7
884,The Goonies,1985,PG,114,"Adventure, Comedy, Family",62.0,61.50,7.7
885,The Color Purple,1985,PG-13,154,Drama,78.0,98.47,7.7
886,Zelig,1983,PG,79,Comedy,,11.80,7.7
887,The Verdict,1982,R,129,Drama,77.0,54.00,7.7
888,Star Trek II: The Wrath of Khan,1982,PG,113,"Action, Adventure, Sci-Fi",68.0,78.91,7.7
889,First Blood,1982,R,93,"Action, Adventure, Thriller",61.0,47.21,7.7
890,Ordinary People,1980,R,124,Drama,86.0,54.80,7.7
891,Airplane!,1980,PG,88,Comedy,78.0,83.40,7.7
892,Halloween,1978,R,91,"Horror, Thriller",87.0,47.00,7.7
893,Love and Death,1975,PG,85,"Comedy, War",89.0,,7.7
894,Blazing Saddles,1974,R,93,"Comedy, Western",73.0,119.50,7.7
895,Serpico,1973,R,130,"Biography, Crime, Drama",81.0,29.80,7.7
896,Fantastic Planet,1973,PG,72,"Animation, Sci-Fi",73.0,0.19,7.7
897,Badlands,1973,PG,94,"Action, Crime, Drama",93.0,,7.7
898,Deliverance,1972,R,109,"Adventure, Drama, Thriller",80.0,7.06,7.7
899,The French Connection,1971,R,104,"Action, Crime, Drama",94.0,15.63,7.7
900,Dirty Harry,1971,R,102,"Action, Crime, Thriller",87.0,35.90,7.7
901,Wait Until Dark,1967,Not Rated,108,Thriller,81.0,17.55,7.7
902,The Dirty Dozen,1967,Approved,150,"Action, Adventure, War",73.0,45.30,7.7
903,Bonnie and Clyde,1967,R,111,"Action, Biography, Crime",86.0,,7.7
904,Belle de Jour,1967,R,100,"Drama, Romance",,0.03,7.7
905,A Man for All Seasons,1966,G,120,"Biography, Drama, History",72.0,28.35,7.7
906,Zulu,1964,Not Rated,138,"Drama, History, War",77.0,,7.7
907,Goldfinger,1964,PG,110,"Action, Adventure, Thriller",87.0,51.08,7.7
908,The Longest Day,1962,G,178,"Action, Drama, History",75.0,39.10,7.7
909,Cape Fear,1962,Passed,106,"Drama, Thriller",76.0,,7.7
910,Jules and Jim,1962,Not Rated,105,"Drama, Romance",97.0,,7.7
911,The Magnificent Seven,1960,Approved,128,"Action, Adventure, Western",74.0,4.91,7.7
912,Breathless,1960,Not Rated,90,"Crime, Drama",,0.34,7.7
913,Invasion of the Body Snatchers,1956,Approved,80,"Drama, Horror, Sci-Fi",92.0,,7.7
914,The Caine Mutiny,1954,Not Rated,124,"Drama, War",63.0,21.75,7.7
915,The Quiet Man,1952,Passed,129,"Comedy, Drama, Romance",85.0,10.55,7.7
916,The African Queen,1951,PG,105,"Adventure, Drama, Romance",91.0,0.54,7.7
917,Key Largo,1948,Not Rated,100,"Action, Crime, Drama",,,7.7
918,Fantasia,1940,G,125,"Animation, Family, Fantasy",96.0,76.41,7.7
919,Scarface,1932,PG,93,"Action, Crime, Drama",87.0,,7.7
920,Dark Waters,2019,PG-13,126,"Biography, Drama, History",73.0,,7.6
921,The Mitchells vs the Machines,2021,PG,114,"Animation, Adventure, Comedy",81.0,,7.6
922,Searching,III 2018,PG-13,102,"Drama, Horror, Mystery",71.0,26.02,7.6
923,Once Upon a Time in Hollywood,2019,R,161,"Comedy, Drama",83.0,142.50,7.6
924,Guardians of the Galaxy Vol. 2,2017,PG-13,136,"Action, Adventure, Comedy",67.0,389.81,7.6
925,Moana,I 2016,PG,107,"Animation, Adventure, Comedy",81.0,248.76,7.6
926,What We Do in the Shadows,2014,R,86,"Comedy, Horror",76.0,3.33,7.6
927,Sicario,2015,R,121,"Action, Crime, Drama",82.0,46.89,7.6
928,Leviathan,2014,R,140,"Crime, Drama",92.0,1.09,7.6
929,Hell or High Water,II 2016,R,102,"Crime, Drama, Thriller",88.0,26.86,7.6
930,Philomena,2013,PG-13,98,"Biography, Comedy, Drama",77.0,37.71,7.6
931,Dawn of the Planet of the Apes,2014,PG-13,130,"Action, Adventure, Drama",79.0,208.55,7.6
932,The Raid: Redemption,2011,R,101,"Action, Crime, Thriller",73.0,4.11,7.6
933,End of Watch,2012,R,109,"Action, Adventure, Crime",68.0,41.00,7.6
934,A Star Is Born,2018,R,136,"Drama, Music, Romance",88.0,215.29,7.6
935,True Grit,2010,PG-13,110,"Drama, Western",80.0,171.24,7.6
936,Despicable Me,2010,PG,95,"Animation, Adventure, Comedy",72.0,251.51,7.6
937,50/50,2011,R,100,"Comedy, Drama, Romance",72.0,35.01,7.6
938,Kick-Ass,2010,R,117,"Action, Comedy, Crime",66.0,48.07,7.6
939,Celda 211,2009,A,113,"Action, Crime, Drama",,,7.6
940,Moneyball,2011,PG-13,133,"Biography, Drama, Sport",87.0,75.61,7.6
941,The Skin I Live In,2011,R,120,"Drama, Horror, Mystery",70.0,3.19,7.6
942,The Blind Side,2009,PG-13,129,"Biography, Drama, Sport",53.0,255.96,7.6
943,Ponyo,2008,G,101,"Animation, Adventure, Comedy",86.0,15.09,7.6
944,Superbad,2007,R,113,Comedy,76.0,121.46,7.6
945,Seven Pounds,2008,PG-13,123,Drama,36.0,69.95,7.6
946,Eastern Promises,2007,R,100,"Crime, Drama, Thriller",83.0,17.11,7.6
947,Stardust,2007,PG-13,127,"Adventure, Family, Fantasy",66.0,38.63,7.6
948,United 93,2006,R,111,"Action, Drama, History",90.0,31.57,7.6
949,The Last King of Scotland,2006,R,123,"Biography, Drama, History",74.0,17.61,7.6
950,Inside Man,2006,R,129,"Crime, Drama, Mystery",76.0,88.51,7.6
951,Gone Baby Gone,2007,R,114,"Crime, Drama, Mystery",72.0,20.30,7.6
952,Kung Fu Panda,2008,PG,92,"Animation, Action, Adventure",74.0,215.43,7.6
953,Control,2007,R,122,"Biography, Drama, Music",78.0,0.87,7.6
954,300,2006,R,117,"Action, Drama",52.0,210.61,7.6
955,Match Point,2005,R,124,"Drama, Romance, Thriller",72.0,23.09,7.6
956,Watchmen,2009,R,162,"Action, Drama, Mystery",56.0,107.51,7.6
957,Saw,2004,R,103,"Horror, Mystery, Thriller",46.0,56.00,7.6
958,A Very Long Engagement,2004,R,133,"Drama, Mystery, Romance",76.0,6.17,7.6
959,The Station Agent,2003,R,89,"Comedy, Drama",81.0,5.74,7.6
960,21 Grams,2003,R,124,"Crime, Drama, Thriller",70.0,16.29,7.6
961,25th Hour,2002,R,135,Drama,68.0,13.06,7.6
962,The Butterfly Effect,2004,R,113,"Drama, Sci-Fi, Thriller",30.0,57.94,7.6
963,I Am Sam,2001,PG-13,132,Drama,28.0,40.31,7.6
964,The Royal Tenenbaums,2001,R,110,"Comedy, Drama",76.0,52.36,7.6
965,Harry Potter and the Sorcerer's Stone,2001,PG,152,"Adventure, Family, Fantasy",65.0,317.58,7.6
966,The Others,2001,PG-13,104,"Horror, Mystery, Thriller",74.0,96.52,7.6
967,Traffic,2000,R,147,"Crime, Drama, Thriller",86.0,124.12,7.6
968,Minority Report,2002,PG-13,145,"Action, Crime, Mystery",80.0,132.07,7.6
969,American Psycho,2000,R,102,"Crime, Drama, Horror",64.0,15.07,7.6
970,Rushmore,1998,R,93,"Comedy, Drama, Romance",86.0,17.11,7.6
971,Star Wars: Episode III - Revenge of the Sith,2005,PG-13,140,"Action, Adventure, Fantasy",68.0,380.26,7.6
972,The Thin Red Line,1998,R,170,"Drama, History, War",78.0,36.40,7.6
973,Mulan,1998,G,88,"Animation, Adventure, Comedy",71.0,120.62,7.6
974,The Fifth Element,1997,PG-13,126,"Action, Adventure, Sci-Fi",52.0,63.54,7.6
975,Dark City,1998,R,100,"Fantasy, Mystery, Sci-Fi",66.0,14.38,7.6
976,Shine,1996,PG-13,105,"Biography, Drama, Music",87.0,35.81,7.6
977,Die Hard with a Vengeance,1995,R,128,"Action, Adventure, Thriller",58.0,100.01,7.6
978,The Bridges of Madison County,1995,PG-13,135,"Drama, Romance",69.0,71.52,7.6
979,My Cousin Vinny,1992,R,120,"Comedy, Crime",68.0,52.93,7.6
980,Barton Fink,1991,R,116,"Comedy, Drama, Thriller",69.0,6.15,7.6
981,The Naked Gun: From the Files of Police Squad!,1988,PG-13,85,"Comedy, Crime",76.0,78.76,7.6
982,RoboCop,1987,R,102,"Action, Crime, Sci-Fi",70.0,53.42,7.6
983,Lethal Weapon,1987,R,109,"Action, Crime, Thriller",68.0,65.21,7.6
984,The Fly,1986,R,96,"Drama, Horror, Sci-Fi",79.0,40.46,7.6
985,After Hours,I 1985,R,97,"Comedy, Crime, Drama",90.0,10.60,7.6
986,The Road Warrior,1981,R,96,"Action, Adventure, Sci-Fi",77.0,12.47,7.6
987,Close Encounters of the Third Kind,1977,PG,138,"Drama, Sci-Fi",90.0,132.09,7.6
988,The Taking of Pelham One Two Three,1974,R,104,"Action, Crime, Thriller",68.0,2.49,7.6
989,Enter the Dragon,1973,R,102,"Action, Crime, Drama",83.0,25.00,7.6
990,The Odd Couple,1968,Passed,105,Comedy,86.0,44.53,7.6
991,The Jungle Book,1967,G,78,"Animation, Adventure, Comedy",65.0,141.84,7.6
992,Repulsion,1965,Not Rated,105,"Drama, Horror, Thriller",91.0,,7.6
993,The Birds,1963,PG-13,119,"Drama, Horror, Mystery",90.0,11.40,7.6
994,Eyes Without a Face,1960,Not Rated,90,"Drama, Horror",90.0,0.05,7.6
995,Rebel Without a Cause,1955,PG-13,111,Drama,89.0,,7.6
996,Sabrina,1954,Passed,113,"Comedy, Drama, Romance",72.0,,7.6
997,From Here to Eternity,1953,Passed,118,"Drama, Romance, War",85.0,30.50,7.6
998,Snow White and the Seven Dwarfs,1937,Approved,83,"Animation, Adventure, Family",96.0,184.93,7.6
999,The 39 Steps,1935,Approved,86,"Crime, Mystery, Thriller",93.0,,7.6
"1,000",The Invisible Man,1933,TV-PG,71,"Horror, Sci-Fi",87.0,,7.6
